project_child_id,ref_age_class,ref_source,ref_source_ode,outcome
231424,EI,primary,Parents/Family,p
239477,EI to KG,primary,Parents/Family,p
237848,EI,primary,Parents/Family,p
235915,ECSE,primary,Childcare/Preschool,p
239909,ECSE,primary,Childcare/Preschool,p
234711,EI,primary,Parents/Family,p
237256,EI,primary,CAPTA,p
239273,EI,primary,Parents/Family,ia
239273,ECSE,primary,Other,p
232394,EI,primary,Other EI/ECSE program,p
230255,EI to ECSE,primary,Parents/Family,p
233508,EI,primary,Physician/Clinic,p
236185,EI to KG,primary,Childcare/Preschool,p
239861,ECSE,primary,Parents/Family,p
238391,EI,primary,Physician/Clinic,p
231007,EI,primary,Hospital,p
231007,EI,secondary,Physician/Clinic,
230428,EI,primary,Hospital,p
238126,EI,primary,Physician/Clinic,p
235413,ECSE,primary,Physician/Clinic,ia
235413,ECSE,primary,Parents/Family,ia
235413,ECSE,primary,Parents/Family,p
230275,EI,primary,Physician/Clinic,p
238255,ECSE,primary,Childcare/Preschool,p
239008,EI,primary,Physician/Clinic,p
236282,EI,primary,Physician/Clinic,p
238119,EI,primary,Move in from another state,p
235942,EI to KG,primary,Childcare/Preschool,p
235644,ECSE,primary,Physician/Clinic,p
234690,ECSE,primary,Physician/Clinic,p
231630,EI,primary,Physician/Clinic,p
237791,EI to KG,primary,Childcare/Preschool,p
232485,ECSE,primary,Other EI/ECSE program,p
232485,ECSE,secondary,Physician/Clinic,
239179,EI,primary,Physician/Clinic,p
230575,ECSE,primary,Childcare/Preschool,p
233386,EI,primary,Other EI/ECSE program,p
230658,EI,primary,CAPTA,ia
230034,ECSE,primary,Childcare/Preschool,p
235638,ECSE,primary,Parents/Family,p
237823,EI,primary,Physician/Clinic,p
230461,ECSE,primary,Childcare/Preschool,p
238254,EI to KG,primary,Head Start,p
237003,ECSE,primary,Childcare/Preschool,p
236378,ECSE,primary,Parents/Family,p
234440,ECSE,primary,Parents/Family,p
230224,ECSE,primary,Head Start,p
235002,ECSE,primary,Head Start,p
235351,ECSE,primary,Head Start,p
233233,EI,primary,Physician/Clinic,ia
233233,EI,primary,Other,ia
233233,EI to ECSE,primary,Other,p
233161,EI to KG,primary,Head Start,p
231455,EI,primary,Physician/Clinic,p
235459,EI,primary,Parents/Family,ia
235459,EI to ECSE,primary,Physician/Clinic,ia
235459,ECSE,primary,Other,p
231040,EI,primary,Parents/Family,ia
231040,EI,secondary,Physician/Clinic,
231040,EI,primary,Physician/Clinic,ia
231040,EI,primary,Other,p
231415,EI,primary,Other,p
234861,EI to KG,primary,Head Start,p
235280,ECSE,primary,Head Start,p
238113,ECSE,primary,Head Start,p
231301,EI to KG,primary,Parents/Family,p
233833,EI,primary,Hospital,p
234551,EI,primary,Physician/Clinic,p
238463,EI,primary,Physician/Clinic,p
232404,ECSE,primary,Healthy Families Oregon,p
230859,EI to KG,primary,Childcare/Preschool,p
231178,EI to KG,primary,Head Start,p
234368,ECSE,primary,Head Start,p
236924,ECSE,primary,Childcare/Preschool,p
233642,EI,primary,Hospital,p
239460,EI to KG,primary,Childcare/Preschool,p
235056,EI,primary,Physician/Clinic,p
232212,ECSE,primary,Head Start,p
232915,ECSE,primary,Head Start,p
238798,EI to KG,primary,Head Start,p
238798,EI to KG,secondary,Physician/Clinic,
234974,EI to KG,primary,Childcare/Preschool,p
237009,EI,primary,Parents/Family,p
239763,ECSE,primary,Parents/Family,p
237873,ECSE,primary,Parents/Family,p
239704,EI to KG,primary,Childcare/Preschool,p
238999,EI to KG,primary,Head Start,p
235978,EI,primary,Parents/Family,p
235978,EI,secondary,Physician/Clinic,
239033,ECSE,primary,Parents/Family,p
237294,EI,primary,Physician/Clinic,ia
237294,ECSE,primary,Other,p
236142,ECSE,primary,Childcare/Preschool,p
230868,EI to KG,primary,Physician/Clinic,p
239702,EI,primary,Parents/Family,p
235084,EI,primary,Parents/Family,ia
235084,ECSE,primary,Parents/Family,p
237387,ECSE,primary,Head Start,p
239650,EI,primary,Parents/Family,ia
239650,EI,primary,Parents/Family,p
236561,ECSE,primary,Move in from another state,p
238585,EI to KG,primary,Parents/Family,p
233411,EI to KG,primary,Childcare/Preschool,p
230935,EI,primary,Physician/Clinic,p
231909,ECSE,primary,Parents/Family,p
230240,ECSE,primary,Parents/Family,p
231797,ECSE,primary,Childcare/Preschool,p
232681,ECSE,primary,Childcare/Preschool,p
234519,EI to ECSE,primary,Physician/Clinic,ia
234519,ECSE,primary,Childcare/Preschool,p
234519,ECSE,secondary,Physician/Clinic,
233779,ECSE,primary,Parents/Family,p
233779,ECSE,secondary,Physician/Clinic,
233779,EI to KG,secondary,Physician/Clinic,
235263,EI to KG,primary,Parents/Family,p
238211,EI,primary,Parents/Family,p
235255,EI,primary,Physician/Clinic,p
233208,EI,primary,Physician/Clinic,p
239307,ECSE,primary,Physician/Clinic,p
230230,EI to KG,primary,Head Start,p
233941,ECSE,primary,Parents/Family,p
237028,EI,primary,Physician/Clinic,p
237006,EI,primary,CAPTA,p
233144,EI,primary,CAPTA,p
230038,EI,primary,Physician/Clinic,p
230232,EI,primary,Physician/Clinic,p
230232,EI,secondary,Healthy Families Oregon,
234737,EI,primary,Parents/Family,p
234737,EI,secondary,Healthy Families Oregon,
237088,EI,primary,Physician/Clinic,p
237326,ECSE,primary,Private Therapy,p
239379,ECSE,primary,Parents/Family,p
235822,EI,primary,Physician/Clinic,p
232857,ECSE,primary,Parents/Family,p
230857,EI,primary,EHDI,p
230857,EI,secondary,Parents/Family,
235941,EI,primary,Hospital,p
239885,ECSE,primary,Childcare/Preschool,ia
239885,ECSE,primary,Parents/Family,p
230911,ECSE,primary,Physician/Clinic,p
231075,ECSE,primary,Physician/Clinic,p
233605,EI to ECSE,primary,Physician/Clinic,p
233155,EI,primary,Physician/Clinic,p
230475,EI,primary,Parents/Family,ia
230475,EI,primary,Other,p
237562,EI,primary,Parents/Family,p
231320,EI to ECSE,primary,Parents/Family,p
239776,ECSE,primary,Parents/Family,p
236919,EI,primary,Hospital,p
236919,EI,secondary,CAPTA,
236919,EI,primary,Parents/Family,p
236919,EI,secondary,CAPTA,
233729,EI,primary,Hospital,p
237218,EI,primary,Physician/Clinic,ia
237218,EI,primary,Parents/Family,p
231498,ECSE,primary,Head Start,p
234822,ECSE,primary,Head Start,p
232817,EI to KG,primary,Childcare/Preschool,p
236840,EI,primary,Parents/Family,p
230650,ECSE,primary,Parents/Family,p
231592,EI to KG,primary,Childcare/Preschool,p
234738,EI,primary,Parents/Family,p
236038,EI,primary,Physician/Clinic,p
231224,EI,primary,Hospital,p
233608,EI,primary,Hospital,p
235654,EI,primary,Parents/Family,ia
235654,EI,secondary,Physician/Clinic,
235654,EI,primary,Parents/Family,p
237780,ECSE,primary,Physician/Clinic,p
234975,ECSE,primary,Parents/Family,p
236789,EI,primary,Physician/Clinic,p
239612,ECSE,primary,Physician/Clinic,ia
239612,ECSE,primary,Other,ia
239612,ECSE,primary,Physician/Clinic,p
231760,ECSE,primary,Parents/Family,ia
231760,ECSE,primary,Other,p
230013,ECSE,primary,Physician/Clinic,ia
230013,ECSE,primary,Childcare/Preschool,p
237415,ECSE,primary,Physician/Clinic,ia
237415,ECSE,primary,Parents/Family,p
238522,EI to KG,primary,Childcare/Preschool,p
231504,ECSE,primary,EHDI,p
238446,EI,primary,Parents/Family,p
231971,ECSE,primary,Head Start,p
235271,EI to ECSE,primary,Other EI/ECSE program,p
238741,ECSE,primary,Physician/Clinic,p
235354,EI,primary,Parents/Family,p
232340,EI,primary,Parents/Family,p
232340,EI,secondary,Physician/Clinic,
235461,ECSE,primary,Parents/Family,p
236034,EI,primary,Physician/Clinic,p
234535,EI,primary,CAPTA,p
234535,EI,secondary,Hospital,
232073,ECSE,primary,Parents/Family,p
235169,EI,primary,Physician/Clinic,p
230508,ECSE,primary,Parents/Family,p
238820,ECSE,primary,Childcare/Preschool,p
234660,ECSE,primary,Childcare/Preschool,ia
234660,ECSE,primary,Parents/Family,p
231032,EI,primary,Physician/Clinic,p
232415,EI to KG,primary,Other,p
235494,EI,primary,CAPTA,p
230976,EI,primary,CAPTA,p
235416,ECSE,primary,Parents/Family,p
238011,EI to KG,primary,Move in from another state,p
231292,EI,primary,CAPTA,p
238631,ECSE,primary,Childcare/Preschool,p
233036,EI,primary,Childcare/Preschool,p
239331,ECSE,primary,Childcare/Preschool,p
234765,EI,primary,Hospital,p
230831,EI,primary,Hospital,p
237954,EI,primary,Hospital,p
237677,EI to KG,primary,Childcare/Preschool,p
239183,EI to KG,primary,Parents/Family,p
239390,EI to KG,primary,Other EI/ECSE program,p
239950,ECSE,primary,Head Start,p
230213,ECSE,primary,Childcare/Preschool,p
234242,ECSE,primary,Childcare/Preschool,p
235123,EI,primary,Parents/Family,ia
235123,EI,primary,Parents/Family,p
232626,EI to KG,primary,Parents/Family,p
239143,ECSE,primary,Parents/Family,p
230674,EI,primary,Parents/Family,p
232937,ECSE,primary,Parents/Family,p
238972,EI to KG,primary,Childcare/Preschool,p
238407,ECSE,primary,Move in from another state,p
234507,EI,primary,Parents/Family,ia
234507,EI,primary,Other,p
236262,EI to ECSE,primary,CAPTA,ia
236262,EI to ECSE,primary,CAPTA,ia
236262,ECSE,primary,Parents/Family,p
235940,ECSE,primary,Healthy Families Oregon,ia
235940,ECSE,primary,Healthy Families Oregon,p
235895,EI,primary,Physician/Clinic,ia
235895,EI,primary,Parents/Family,ia
235895,EI to ECSE,primary,Other,ia
235895,EI to ECSE,primary,Physician/Clinic,p
231820,EI,primary,Hospital,ia
231820,EI,primary,CAPTA,p
235264,ECSE,primary,Head Start,p
231949,EI,primary,Parents/Family,ia
231949,EI,primary,CAPTA,p
231100,EI,primary,Parents/Family,ia
231100,EI,primary,CAPTA,p
235538,EI,primary,Physician/Clinic,p
234423,ECSE,primary,Parents/Family,p
232731,EI,primary,Parents/Family,p
239732,EI to KG,primary,Parents/Family,p
238320,EI to ECSE,primary,Physician/Clinic,p
234908,EI,primary,Parents/Family,p
234908,ECSE,primary,Healthy Families Oregon,ia
235828,EI,primary,Public Health,p
238863,EI,primary,Public Health,p
230635,ECSE,primary,Childcare/Preschool,p
230552,ECSE,primary,Physician/Clinic,p
231257,EI,primary,CAPTA,p
239132,EI,primary,Hospital,p
239132,EI,secondary,Hospital,
232433,ECSE,primary,Move in from another state,p
236166,EI,primary,CAPTA,p
236575,EI,primary,Parents/Family,p
236575,EI,secondary,Physician/Clinic,
232698,ECSE,primary,Physician/Clinic,ia
232698,ECSE,primary,Physician/Clinic,p
234523,EI,primary,Parents/Family,p
234523,EI,secondary,Physician/Clinic,
234904,EI,primary,Parents/Family,p
234904,EI,secondary,Physician/Clinic,
235219,EI,primary,Physician/Clinic,p
232554,ECSE,primary,Parents/Family,ia
232554,EI to KG,primary,Parents/Family,p
238117,EI to ECSE,primary,Parents/Family,p
239636,ECSE,primary,Physician/Clinic,p
238581,ECSE,primary,Parents/Family,p
234515,EI,primary,Hospital,p
234884,EI,primary,Physician/Clinic,p
230117,EI,primary,Hospital,p
236753,ECSE,primary,Head Start,p
238890,EI,primary,Physician/Clinic,p
235829,EI,primary,Physician/Clinic,p
231600,EI,primary,Parents/Family,ia
231600,ECSE,primary,Other,p
233855,EI,primary,Hospital,ia
233855,EI,primary,Parents/Family,p
238526,ECSE,primary,Other,p
238526,ECSE,secondary,Physician/Clinic,
234973,EI,primary,Parents/Family,p
239466,EI,primary,Physician/Clinic,p
239466,EI,secondary,EHDI,
230917,EI,primary,Hospital,p
237557,EI,primary,Head Start,p
235278,ECSE,primary,Childcare/Preschool,p
238108,EI,primary,Physician/Clinic,p
238880,EI,primary,Physician/Clinic,p
234602,ECSE,primary,Other DHS,p
233797,ECSE,primary,Childcare/Preschool,p
231454,EI,primary,Healthy Families Oregon,ia
231454,EI,primary,Other,p
235000,EI,primary,Physician/Clinic,p
239655,ECSE,primary,Other EI/ECSE program,p
232234,ECSE,primary,Childcare/Preschool,p
231889,EI,primary,Physician/Clinic,ia
231889,EI,primary,Physician/Clinic,p
231889,EI,primary,Other,p
238565,EI,primary,Parents/Family,p
238565,EI,secondary,Physician/Clinic,
234352,ECSE,primary,Head Start,p
238431,EI,primary,Parents/Family,p
233324,ECSE,primary,Parents/Family,p
231741,ECSE,primary,Physician/Clinic,p
238006,EI,primary,Physician/Clinic,ia
238006,EI,primary,Parents/Family,p
237522,EI,primary,Physician/Clinic,ia
237522,EI,primary,Physician/Clinic,p
234172,EI,primary,Hospital,ia
234172,EI,primary,Parents/Family,p
235672,EI,primary,Hospital,p
239471,EI,primary,Hospital,p
236417,EI,primary,Hospital,ia
236417,EI,primary,Parents/Family,p
234789,EI,primary,Physician/Clinic,ia
234789,EI,primary,Parents/Family,p
238588,EI,primary,CAPTA,ia
238588,EI,primary,CAPTA,p
236365,ECSE,primary,Other DHS,p
236365,ECSE,secondary,Physician/Clinic,
236037,EI to KG,primary,Other DHS,p
236037,EI to KG,secondary,Physician/Clinic,
231685,EI,primary,CAPTA,ia
231685,EI,primary,Parents/Family,p
239124,EI,primary,Hospital,p
239124,EI,secondary,CAPTA,
237880,EI,primary,Hospital,p
237880,EI,secondary,CAPTA,
235468,EI,primary,Physician/Clinic,p
230170,EI,primary,Physician/Clinic,p
237509,EI,primary,Hospital,p
231695,EI,primary,Parents/Family,p
231381,ECSE,primary,Physician/Clinic,p
239615,ECSE,primary,Physician/Clinic,p
234491,EI,primary,Parents/Family,ia
234491,EI,primary,Childcare/Preschool,p
239365,EI,primary,Hospital,p
234909,ECSE,primary,Other DHS,ia
234909,ECSE,primary,Other DHS,p
234909,ECSE,secondary,Physician/Clinic,
238749,EI,primary,CAPTA,ia
238749,EI,primary,Parents/Family,p
233445,EI to KG,primary,Physician/Clinic,p
230258,EI,primary,Physician/Clinic,p
231594,EI,primary,Hospital,p
231961,EI,primary,CAPTA,ia
231961,EI,primary,Physician/Clinic,p
234300,ECSE,primary,Parents/Family,p
232254,EI,primary,CAPTA,ia
232254,EI,primary,CAPTA,p
230289,EI,primary,CAPTA,ia
230289,EI,primary,CAPTA,p
236153,EI,primary,Parents/Family,ia
236153,EI,primary,Head Start,p
233893,EI,primary,Parents/Family,p
233893,EI,secondary,Physician/Clinic,
236201,EI,primary,Physician/Clinic,p
237644,EI,primary,Physician/Clinic,ia
237644,EI,primary,Parents/Family,p
238142,EI,primary,Physician/Clinic,ia
238142,EI,primary,Physician/Clinic,p
231507,ECSE,primary,Physician/Clinic,p
236308,EI,primary,Physician/Clinic,p
233286,EI,primary,Parents/Family,p
237788,EI,primary,Physician/Clinic,ia
237788,EI,primary,Physician/Clinic,p
231729,ECSE,primary,Parents/Family,p
238185,ECSE,primary,Other EI/ECSE program,p
234026,EI,primary,Physician/Clinic,p
234166,EI,primary,Physician/Clinic,p
232796,EI,primary,EHDI,p
231740,EI,primary,Parents/Family,p
235045,ECSE,primary,Other DHS,p
236011,ECSE,primary,Parents/Family,p
238427,EI,primary,Hospital,p
238427,EI,secondary,CAPTA,
233637,EI,primary,Hospital,p
236691,EI,primary,Physician/Clinic,p
235523,EI to ECSE,primary,Move in from another state,p
236346,EI,primary,Physician/Clinic,ia
236346,EI,primary,Other,p
232620,ECSE,primary,Parents/Family,p
239456,ECSE,primary,Parents/Family,p
234138,EI,primary,Parents/Family,p
235643,EI,primary,Physician/Clinic,ia
235643,EI,primary,Parents/Family,p
234590,EI to ECSE,primary,Move in from another state,p
237263,ECSE,primary,Physician/Clinic,p
232553,EI,primary,Hospital,p
236720,EI,primary,CAPTA,p
233045,ECSE,primary,Parents/Family,p
232772,ECSE,primary,Parents/Family,p
237422,ECSE,primary,Physician/Clinic,ia
237422,ECSE,primary,Parents/Family,p
238517,EI,primary,Physician/Clinic,p
235092,ECSE,primary,Parents/Family,p
231300,EI,primary,Physician/Clinic,p
231617,EI,primary,Parents/Family,p
231547,EI,primary,EHDI,p
238757,EI,primary,Parents/Family,p
234335,EI,primary,CAPTA,p
234335,EI,secondary,Physician/Clinic,
234335,EI,secondary,CAPTA,
239631,EI,primary,Hospital,p
232507,EI to ECSE,primary,Physician/Clinic,p
233634,EI,primary,Physician/Clinic,p
235317,ECSE,primary,Physician/Clinic,p
237195,ECSE,primary,Physician/Clinic,p
235744,EI,primary,CAPTA,ia
235744,EI,primary,Physician/Clinic,p
230942,EI,primary,CAPTA,p
235998,EI,primary,Hospital,ia
235998,EI,primary,Parents/Family,p
235604,EI,primary,Physician/Clinic,p
231405,EI,primary,Physician/Clinic,p
235811,ECSE,primary,Parents/Family,p
235811,ECSE,secondary,Physician/Clinic,
239835,ECSE,primary,Parents/Family,p
231636,ECSE,primary,Physician/Clinic,p
238944,EI,primary,Hospital,p
238944,EI,secondary,CAPTA,
231893,ECSE,primary,Parents/Family,ia
231893,ECSE,primary,Parents/Family,p
233262,EI,primary,Physician/Clinic,p
230697,EI,primary,EHDI,p
236552,ECSE,primary,Parents/Family,ia
236552,ECSE,primary,Parents/Family,p
230183,ECSE,primary,Parents/Family,p
237227,EI to ECSE,primary,Physician/Clinic,p
238891,EI,primary,Physician/Clinic,p
238891,EI,secondary,CAPTA,
238777,ECSE,primary,Other,p
232568,EI,primary,Parents/Family,p
238372,EI,primary,CAPTA,p
238372,EI,secondary,Hospital,
236943,EI,primary,Physician/Clinic,ia
236943,EI to ECSE,primary,Parents/Family,p
233934,EI,primary,Public Health,p
230722,EI,primary,Physician/Clinic,p
237393,EI,primary,Physician/Clinic,p
230932,EI,primary,Hospital,p
230932,EI,secondary,CAPTA,
235956,ECSE,primary,Parents/Family,p
232243,EI,primary,Physician/Clinic,p
230407,EI,primary,Physician/Clinic,p
231196,EI,primary,Parents/Family,p
231765,EI,primary,Physician/Clinic,p
235740,ECSE,primary,Parents/Family,p
239422,EI,primary,Hospital,p
236176,EI to ECSE,primary,Move in from another state,p
237981,ECSE,primary,Move in from another state,p
238347,ECSE,primary,Parents/Family,p
238203,ECSE,primary,Parents/Family,p
239449,ECSE,primary,Move in from another state,p
230312,ECSE,primary,Other EI/ECSE program,p
239485,EI,primary,Physician/Clinic,p
239808,ECSE,primary,Move in from another state,p
237384,ECSE,primary,Physician/Clinic,p
232645,EI to ECSE,primary,Parents/Family,ia
232645,ECSE,primary,Parents/Family,p
233081,EI,primary,Physician/Clinic,p
246131,ECSE,primary,Physician/Clinic,p
246653,EI to KG,primary,Parents/Family,p
245499,ECSE,primary,Physician/Clinic,p
247749,ECSE,primary,Other,p
243756,EI,primary,Physician/Clinic,p
243756,EI,secondary,Parents/Family,
249256,EI,primary,Physician/Clinic,p
241838,ECSE,primary,Move in from another state,p
240654,EI,primary,Physician/Clinic,p
246358,ECSE,primary,Physician/Clinic,p
243648,EI,primary,Physician/Clinic,p
240783,ECSE,primary,Parents/Family,p
240783,ECSE,secondary,Physician/Clinic,
245428,EI,primary,Parents/Family,p
245428,EI,secondary,Physician/Clinic,
246977,ECSE,primary,Move in from another state,p
244128,EI,primary,Hospital,p
242949,EI,primary,Hospital,p
245621,EI,primary,Physician/Clinic,p
249749,ECSE,primary,Other,p
243533,EI,primary,Hospital,p
245942,ECSE,primary,Childcare/Preschool,p
246040,EI to KG,primary,Parents/Family,p
243375,EI to ECSE,primary,Physician/Clinic,p
243882,EI,primary,Physician/Clinic,p
245932,EI,primary,Private Therapy,ia
245932,EI,primary,Parents/Family,p
247043,ECSE,primary,Other DHS,p
243703,EI to KG,primary,Parents/Family,p
240426,ECSE,primary,Parents/Family,p
241370,ECSE,primary,Physician/Clinic,p
249613,EI,primary,Hospital,p
248833,EI,primary,Physician/Clinic,p
242847,EI,primary,Hospital,p
249961,EI,primary,Parents/Family,p
247445,EI,primary,CAPTA,p
249277,EI,primary,Private Therapy,p
242865,ECSE,primary,Other EI/ECSE program,p
245017,EI to KG,primary,Parents/Family,p
243243,EI,primary,Parents/Family,p
246501,ECSE,primary,Parents/Family,p
248618,EI,primary,Physician/Clinic,p
240071,EI,primary,Physician/Clinic,p
244448,ECSE,primary,Physician/Clinic,ia
244448,ECSE,primary,Parents/Family,p
249911,EI,primary,CAPTA,ia
249911,EI,primary,CAPTA,p
247359,EI,primary,Childcare/Preschool,p
245887,EI,primary,Parents/Family,p
246752,EI,primary,Parents/Family,p
240958,EI,primary,Parents/Family,p
241074,EI to KG,primary,Childcare/Preschool,p
249236,EI,primary,Parents/Family,p
249236,EI,secondary,Physician/Clinic,
249271,EI to KG,primary,Healthy Families Oregon,p
243406,EI,primary,Physician/Clinic,p
243833,ECSE,primary,Physician/Clinic,p
245372,EI,primary,Physician/Clinic,p
245372,EI,secondary,Physician/Clinic,
243323,EI to KG,primary,Parents/Family,p
249484,ECSE,primary,Head Start,p
243085,EI,primary,Physician/Clinic,p
245008,EI,primary,Physician/Clinic,p
249883,ECSE,primary,Parents/Family,p
240686,EI to KG,primary,Physician/Clinic,p
245766,EI,primary,Parents/Family,p
244499,ECSE,primary,Physician/Clinic,p
242714,ECSE,primary,Physician/Clinic,p
241766,ECSE,primary,Physician/Clinic,p
243863,EI,primary,CAPTA,p
246716,EI to KG,primary,Head Start,p
240868,EI,primary,Physician/Clinic,ia
240868,EI,primary,Parents/Family,p
244455,EI,primary,Parents/Family,p
248743,EI,primary,EHDI,p
248624,ECSE,primary,Childcare/Preschool,p
242140,EI,primary,Physician/Clinic,p
247054,ECSE,primary,Physician/Clinic,p
249381,ECSE,primary,Parents/Family,p
249381,ECSE,secondary,Physician/Clinic,
240086,ECSE,primary,Parents/Family,p
245208,EI to KG,primary,Other EI/ECSE program,p
243588,ECSE,primary,Head Start,p
249850,EI to ECSE,primary,Parents/Family,p
241743,EI,primary,Physician/Clinic,p
246127,EI,primary,CAPTA,p
245031,EI,primary,Hospital,p
245031,EI,secondary,CAPTA,
248634,EI to KG,primary,Parents/Family,p
248634,EI to KG,secondary,Physician/Clinic,
242465,ECSE,primary,Head Start,p
248655,EI to KG,primary,Parents/Family,p
248655,EI to KG,secondary,Physician/Clinic,
249553,ECSE,primary,Head Start,p
244825,EI to ECSE,primary,Physician/Clinic,p
248116,ECSE,primary,Childcare/Preschool,p
249527,EI to KG,primary,Other DHS,p
249068,ECSE,primary,Childcare/Preschool,p
245360,EI to KG,primary,Move in from another state,p
240616,ECSE,primary,Other,p
240093,ECSE,primary,Childcare/Preschool,p
248883,ECSE,primary,Head Start,p
242908,ECSE,primary,Parents/Family,p
241232,EI to KG,primary,Head Start,p
241067,EI,primary,CAPTA,p
244490,ECSE,primary,Head Start,p
247699,EI to KG,primary,Childcare/Preschool,p
249026,EI to KG,primary,Childcare/Preschool,p
243217,EI,primary,Childcare/Preschool,p
248270,ECSE,primary,Head Start,p
243661,ECSE,primary,Physician/Clinic,p
244408,EI,primary,Hospital,p
244408,EI,secondary,CAPTA,
240038,EI,primary,Physician/Clinic,p
241715,EI,primary,Parents/Family,p
248892,ECSE,primary,Childcare/Preschool,p
246334,EI to KG,primary,Head Start,p
249327,EI to KG,primary,Parents/Family,p
246787,EI,primary,Hospital,p
246787,EI,secondary,Physician/Clinic,
247714,ECSE,primary,Physician/Clinic,p
246337,ECSE,primary,Other EI/ECSE program,p
243104,ECSE,primary,Childcare/Preschool,p
243104,ECSE,secondary,Physician/Clinic,
241860,EI,primary,Physician/Clinic,p
245730,EI to KG,primary,Head Start,p
242658,EI,primary,Healthy Families Oregon,p
246309,ECSE,primary,Parents/Family,p
243614,EI to KG,primary,Parents/Family,p
240579,EI,primary,Healthy Families Oregon,p
246025,EI,primary,Hospital,p
